M2US000$ Index,,,M2US000V Index,,,M2USQU Index,,,M2USSC Index,,,M2US000G Index,,,M2USMVOL Index,,,M2USAHDV Index,
Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST
11/27/2015,1690.11,,11/27/2015,10615.3,,11/27/2015,1704.63,,11/27/2015,384.6,,11/27/2015,7992.71,,11/27/2015,2905.41,,11/27/2015,2829.6
12/4/2015,1696.29,,12/4/2015,10617.56,,12/4/2015,1709.96,,12/4/2015,378.77,,12/4/2015,7992.78,,12/4/2015,2917.65,,12/4/2015,2838.48
12/11/2015,1639.33,,12/11/2015,10206.43,,12/11/2015,1654.64,,12/11/2015,361.35,,12/11/2015,7702.63,,12/11/2015,2844.44,,12/11/2015,2748.5
12/18/2015,1646.16,,12/18/2015,10202.38,,12/18/2015,1644.59,,12/18/2015,360.17,,12/18/2015,7658.89,,12/18/2015,2858.01,,12/18/2015,2753.72
12/25/2015,1677.42,,12/25/2015,10526.18,,12/25/2015,1686.13,,12/25/2015,371.08,,12/25/2015,7840.05,,12/25/2015,2924.04,,12/25/2015,2833.35
1/1/2016,1672.59,,1/1/2016,10428.32,,1/1/2016,1673.09,,1/1/2016,366.59,,1/1/2016,7792.78,,1/1/2016,2907.49,,1/1/2016,2807.49
1/8/2016,1585.49,,1/8/2016,9824.82,,1/8/2016,1570.95,,1/8/2016,340.42,,1/8/2016,7310.78,,1/8/2016,2798.11,,1/8/2016,2682.07
1/15/2016,1551.16,,1/15/2016,9628.69,,1/15/2016,1539.07,,1/15/2016,327.86,,1/15/2016,7121.44,,1/15/2016,2764.04,,1/15/2016,2650
1/22/2016,1582.8,,1/22/2016,9719.93,,1/22/2016,1568.3,,1/22/2016,331.64,,1/22/2016,7252.13,,1/22/2016,2798.85,,1/22/2016,2677.22
1/29/2016,1610.93,,1/29/2016,9979.54,,1/29/2016,1595.28,,1/29/2016,337.83,,1/29/2016,7300.16,,1/29/2016,2867.01,,1/29/2016,2755.28
2/5/2016,1515.66,,2/5/2016,9763.33,,2/5/2016,1535.9,,2/5/2016,325.46,,2/5/2016,6997.85,,2/5/2016,2812.22,,2/5/2016,2710.33
2/12/2016,1515.04,,2/12/2016,9663.25,,2/12/2016,1536.49,,2/12/2016,318.96,,2/12/2016,6955.65,,2/12/2016,2808.08,,2/12/2016,2712.73
2/19/2016,1560.3,,2/19/2016,9912.98,,2/19/2016,1583.83,,2/19/2016,331.7,,2/19/2016,7191.96,,2/19/2016,2877.56,,2/19/2016,2778.55
2/26/2016,1603.5,,2/26/2016,10058.93,,2/26/2016,1606.91,,2/26/2016,341.63,,2/26/2016,7328.95,,2/26/2016,2916.9,,2/26/2016,2797.47
3/4/2016,1618.86,,3/4/2016,10364.07,,3/4/2016,1633.01,,3/4/2016,357.78,,3/4/2016,7509.81,,3/4/2016,2962.95,,3/4/2016,2862.96
3/11/2016,1631.35,,3/11/2016,10519.62,,3/11/2016,1651.31,,3/11/2016,360.29,,3/11/2016,7569.71,,3/11/2016,3002.84,,3/11/2016,2911.37
3/18/2016,1645.57,,3/18/2016,10642.95,,3/18/2016,1679.69,,3/18/2016,365.69,,3/18/2016,7684.32,,3/18/2016,3037.9,,3/18/2016,2946.58
3/25/2016,1646.34,,3/25/2016,10556.83,,3/25/2016,1671.59,,3/25/2016,359.81,,3/25/2016,7650.33,,3/25/2016,3025.05,,3/25/2016,2934.31
4/1/2016,1691.64,,4/1/2016,10688.97,,4/1/2016,1707.32,,4/1/2016,370.9,,4/1/2016,7849.17,,4/1/2016,3095.69,,4/1/2016,2976.25
4/8/2016,1668.39,,4/8/2016,10555.99,,4/8/2016,1693.21,,4/8/2016,365.17,,4/8/2016,7771.63,,4/8/2016,3072.95,,4/8/2016,2966.27
4/15/2016,1678.6,,4/15/2016,10737.04,,4/15/2016,1715.5,,4/15/2016,375.3,,4/15/2016,7892.79,,4/15/2016,3087.75,,4/15/2016,2988.15
4/22/2016,1665.49,,4/22/2016,10857.82,,4/22/2016,1709.22,,4/22/2016,380.16,,4/22/2016,7896.19,,4/22/2016,3067.86,,4/22/2016,2986.39
4/29/2016,1662.76,,4/29/2016,10772.23,,4/29/2016,1670.63,,4/29/2016,376.38,,4/29/2016,7763.11,,4/29/2016,3058.67,,4/29/2016,2969.9
5/6/2016,1680.07,,5/6/2016,10702.02,,5/6/2016,1670.43,,5/6/2016,372.15,,5/6/2016,7754.2,,5/6/2016,3091.69,,5/6/2016,2974.33
5/13/2016,1689.83,,5/13/2016,10669.67,,5/13/2016,1659.02,,5/13/2016,368.16,,5/13/2016,7715.51,,5/13/2016,3092.33,,5/13/2016,2972.52
5/20/2016,1679.09,,5/20/2016,10716.19,,5/20/2016,1657.82,,5/20/2016,371.31,,5/20/2016,7740.8,,5/20/2016,3064.6,,5/20/2016,2965.98
5/27/2016,1709.13,,5/27/2016,10961.24,,5/27/2016,1697.4,,5/27/2016,382.99,,5/27/2016,7921.05,,5/27/2016,3110.69,,5/27/2016,3022.84
6/3/2016,1720.19,,6/3/2016,10971.58,,6/3/2016,1693.13,,6/3/2016,386.98,,6/3/2016,7934.33,,6/3/2016,3133.16,,6/3/2016,3036.88
6/10/2016,1726.49,,6/10/2016,10986.93,,6/10/2016,1691.21,,6/10/2016,386.22,,6/10/2016,7893.93,,6/10/2016,3149.45,,6/10/2016,3058.62
6/17/2016,1709.82,,6/17/2016,10904.39,,6/17/2016,1668.81,,6/17/2016,380.57,,6/17/2016,7785,,6/17/2016,3133.84,,6/17/2016,3042.1
6/24/2016,1699.16,,6/24/2016,10734.71,,6/24/2016,1638.5,,6/24/2016,374.98,,6/24/2016,7650.27,,6/24/2016,3128.02,,6/24/2016,3012.63
7/1/2016,1758.79,,7/1/2016,11092.61,,7/1/2016,1687.53,,7/1/2016,385.89,,7/1/2016,7892.36,,7/1/2016,3254.06,,7/1/2016,3112.61
7/8/2016,1784.88,,7/8/2016,11194.57,,7/8/2016,1717.08,,7/8/2016,391.57,,7/8/2016,8035.73,,7/8/2016,3292.51,,7/8/2016,3145.73
7/15/2016,1788.31,,7/15/2016,11395.47,,7/15/2016,1740.48,,7/15/2016,399.24,,7/15/2016,8126.95,,7/15/2016,3297.36,,7/15/2016,3187.94
7/22/2016,1802.65,,7/22/2016,11471.94,,7/22/2016,1758.34,,7/22/2016,402.03,,7/22/2016,8185.76,,7/22/2016,3316.94,,7/22/2016,3209.28
7/29/2016,1802.07,,7/29/2016,11412.12,,7/29/2016,1763.06,,7/29/2016,404.49,,7/29/2016,8228.47,,7/29/2016,3298.21,,7/29/2016,3192.54
8/5/2016,1799.89,,8/5/2016,11452.15,,8/5/2016,1775.49,,8/5/2016,406.48,,8/5/2016,8276.96,,8/5/2016,3281.97,,8/5/2016,3194.31
8/12/2016,1807.81,,8/12/2016,11465.34,,8/12/2016,1776.63,,8/12/2016,405.88,,8/12/2016,8291.16,,8/12/2016,3285.3,,8/12/2016,3201.85
8/19/2016,1786.49,,8/19/2016,11497.11,,8/19/2016,1778.43,,8/19/2016,407.68,,8/19/2016,8275.16,,8/19/2016,3258.06,,8/19/2016,3191.03
8/26/2016,1772.37,,8/26/2016,11432.66,,8/26/2016,1770.15,,8/26/2016,407.28,,8/26/2016,8215.5,,8/26/2016,3230.39,,8/26/2016,3173.35
9/2/2016,1789.05,,9/2/2016,11528.65,,9/2/2016,1772.15,,9/2/2016,412.25,,9/2/2016,8245.78,,9/2/2016,3253.21,,9/2/2016,3194.59
9/9/2016,1736.74,,9/9/2016,11292.88,,9/9/2016,1723.33,,9/9/2016,401.14,,9/9/2016,8024.25,,9/9/2016,3157.12,,9/9/2016,3114.53
9/16/2016,1755.74,,9/16/2016,11290.29,,9/16/2016,1745.79,,9/16/2016,401.54,,9/16/2016,8125.17,,9/16/2016,3170.62,,9/16/2016,3136.9
9/23/2016,1790.68,,9/23/2016,11428.8,,9/23/2016,1765.06,,9/23/2016,410.52,,9/23/2016,8227.94,,9/23/2016,3232.08,,9/23/2016,3171.78
9/30/2016,1784.74,,9/30/2016,11466.02,,9/30/2016,1773.35,,9/30/2016,410.61,,9/30/2016,8232.06,,9/30/2016,3212.77,,9/30/2016,3179.31
10/7/2016,1756.35,,10/7/2016,11407.38,,10/7/2016,1760.11,,10/7/2016,405.38,,10/7/2016,8167.41,,10/7/2016,3151.02,,10/7/2016,3153.78
10/14/2016,1751.82,,10/14/2016,11288.38,,10/14/2016,1746.91,,10/14/2016,399.07,,10/14/2016,8089.33,,10/14/2016,3141.13,,10/14/2016,3125.46
10/21/2016,1756.35,,10/21/2016,11304.99,,10/21/2016,1745.01,,10/21/2016,400.81,,10/21/2016,8144.84,,10/21/2016,3127.45,,10/21/2016,3110.6
10/28/2016,1741.1,,10/28/2016,11289.3,,10/28/2016,1738.42,,10/28/2016,391.94,,10/28/2016,8045.33,,10/28/2016,3104.82,,10/28/2016,3117.2
11/4/2016,1709.41,,11/4/2016,11101,,11/4/2016,1706.86,,11/4/2016,384.6,,11/4/2016,7873.47,,11/4/2016,3074.34,,11/4/2016,3074.1
11/11/2016,1725.56,,11/11/2016,11586.13,,11/11/2016,1770.1,,11/11/2016,414.36,,11/11/2016,8125.41,,11/11/2016,3115.74,,11/11/2016,3152.28
11/18/2016,1736.86,,11/18/2016,11698.03,,11/18/2016,1780.08,,11/18/2016,424.93,,11/18/2016,8201.2,,11/18/2016,3131.79,,11/18/2016,3163.55
11/25/2016,1762.84,,11/25/2016,11874.8,,11/25/2016,1800.51,,11/25/2016,435.08,,11/25/2016,8316.58,,11/25/2016,3168.19,,11/25/2016,3208.8
12/2/2016,1718.8,,12/2/2016,11848.1,,12/2/2016,1769.86,,12/2/2016,428,,12/2/2016,8165.3,,12/2/2016,3127,,12/2/2016,3174.16
12/9/2016,1763.13,,12/9/2016,12242.11,,12/9/2016,1823.67,,12/9/2016,448.58,,12/9/2016,8399.73,,12/9/2016,3203.95,,12/9/2016,3256.53
12/16/2016,1768.93,,12/16/2016,12256.47,,12/16/2016,1823.33,,12/16/2016,441.01,,12/16/2016,8382.1,,12/16/2016,3224.6,,12/16/2016,3287.01
12/23/2016,1780.65,,12/23/2016,12304.65,,12/23/2016,1828.06,,12/23/2016,443.04,,12/23/2016,8396.94,,12/23/2016,3231.52,,12/23/2016,3291.38
12/30/2016,1758.46,,12/30/2016,12187.43,,12/30/2016,1806.5,,12/30/2016,439.19,,12/30/2016,8298.31,,12/30/2016,3217.6,,12/30/2016,3263.84
1/6/2017,1791.61,,1/6/2017,12319.42,,1/6/2017,1841.38,,1/6/2017,444.87,,1/6/2017,8517.26,,1/6/2017,3251.94,,1/6/2017,3288.77
1/13/2017,1799.63,,1/13/2017,12259.94,,1/13/2017,1836.94,,1/13/2017,446.39,,1/13/2017,8551.41,,1/13/2017,3243.45,,1/13/2017,3267.4
1/20/2017,1802.04,,1/20/2017,12227.88,,1/20/2017,1836.33,,1/20/2017,442.02,,1/20/2017,8551.79,,1/20/2017,3251.37,,1/20/2017,3284.02
1/27/2017,1828.17,,1/27/2017,12323.21,,1/27/2017,1854.37,,1/27/2017,447.93,,1/27/2017,8667.29,,1/27/2017,3264.07,,1/27/2017,3303.37
2/3/2017,1832.32,,2/3/2017,12345.68,,2/3/2017,1852.42,,2/3/2017,450.06,,2/3/2017,8690.42,,2/3/2017,3276.84,,2/3/2017,3308.87
2/10/2017,1849.38,,2/10/2017,12409.75,,2/10/2017,1875.14,,2/10/2017,454.17,,2/10/2017,8797.31,,2/10/2017,3310.65,,2/10/2017,3335.6
2/17/2017,1870.09,,2/17/2017,12618.77,,2/17/2017,1914.93,,2/17/2017,458.08,,2/17/2017,8925.56,,2/17/2017,3358.8,,2/17/2017,3398.02
2/24/2017,1884.87,,2/24/2017,12716.5,,2/24/2017,1932.81,,2/24/2017,457.61,,2/24/2017,8981.69,,2/24/2017,3416.55,,2/24/2017,3448.32
3/3/2017,1897.64,,3/3/2017,12793.37,,3/3/2017,1944.06,,3/3/2017,458.45,,3/3/2017,9044.71,,3/3/2017,3420.27,,3/3/2017,3457.73
3/10/2017,1906.27,,3/10/2017,12716.95,,3/10/2017,1942.42,,3/10/2017,449.45,,3/10/2017,9026.07,,3/10/2017,3409.69,,3/10/2017,3456.48
3/17/2017,1924.5,,3/17/2017,12729.48,,3/17/2017,1954.96,,3/17/2017,456.74,,3/17/2017,9083.64,,3/17/2017,3438.91,,3/17/2017,3465.96
3/24/2017,1911.04,,3/24/2017,12514.99,,3/24/2017,1929.93,,3/24/2017,445.95,,3/24/2017,8971.96,,3/24/2017,3411.47,,3/24/2017,3433.72
3/31/2017,1924.93,,3/31/2017,12610.89,,3/31/2017,1939.94,,3/31/2017,455.49,,3/31/2017,9056.43,,3/31/2017,3412.64,,3/31/2017,3445.59
4/7/2017,1923.65,,4/7/2017,12569,,4/7/2017,1929.22,,4/7/2017,450.65,,4/7/2017,9039.43,,4/7/2017,3407.99,,4/7/2017,3436.8
4/14/2017,1904.4,,4/14/2017,12418.09,,4/14/2017,1911.89,,4/14/2017,444.67,,4/14/2017,8952.39,,4/14/2017,3398.65,,4/14/2017,3411.72
4/21/2017,1936.58,,4/21/2017,12456.11,,4/21/2017,1939.08,,4/21/2017,454.89,,4/21/2017,9081.31,,4/21/2017,3430.27,,4/21/2017,3417.59
4/28/2017,1973.73,,4/28/2017,12596.73,,4/28/2017,1974.44,,4/28/2017,459.65,,4/28/2017,9261.34,,4/28/2017,3462.06,,4/28/2017,3448.25
5/5/2017,1989.2,,5/5/2017,12647.74,,5/5/2017,1988.07,,5/5/2017,459.78,,5/5/2017,9337.67,,5/5/2017,3472.68,,5/5/2017,3456.02
5/12/2017,2003.48,,5/12/2017,12543.37,,5/12/2017,1980.89,,5/12/2017,455.04,,5/12/2017,9357.19,,5/12/2017,3447.23,,5/12/2017,3434.18
5/19/2017,2011.28,,5/19/2017,12505.94,,5/19/2017,1976.87,,5/19/2017,452.5,,5/19/2017,9326.26,,5/19/2017,3452.54,,5/19/2017,3439.11
5/26/2017,2062.55,,5/26/2017,12648.88,,5/26/2017,2011.44,,5/26/2017,456.67,,5/26/2017,9494.56,,5/26/2017,3518.71,,5/26/2017,3493.38
6/2/2017,2095.82,,6/2/2017,12746.6,,6/2/2017,2036.23,,6/2/2017,463.58,,6/2/2017,9620.38,,6/2/2017,3569.97,,6/2/2017,3540.45
6/9/2017,2084.35,,6/9/2017,12850.86,,6/9/2017,2014.24,,6/9/2017,465.88,,6/9/2017,9482.71,,6/9/2017,3538.81,,6/9/2017,3533.27
6/16/2017,2084,,6/16/2017,12913.38,,6/16/2017,2010.5,,6/16/2017,463.25,,6/16/2017,9461.4,,6/16/2017,3565.78,,6/16/2017,3554.17
6/23/2017,2088.93,,6/23/2017,12836.58,,6/23/2017,2019.75,,6/23/2017,465.1,,6/23/2017,9564.71,,6/23/2017,3559.4,,6/23/2017,3560.92
6/30/2017,2077.28,,6/30/2017,12855.2,,6/30/2017,1995.43,,6/30/2017,465.51,,6/30/2017,9440.56,,6/30/2017,3520.06,,6/30/2017,3518.06
7/7/2017,2102.15,,7/7/2017,12852.81,,7/7/2017,1997.28,,7/7/2017,465.12,,7/7/2017,9457.91,,7/7/2017,3515.51,,7/7/2017,3515.25
7/14/2017,2141.39,,7/14/2017,12958.62,,7/14/2017,2030.21,,7/14/2017,470.93,,7/14/2017,9649.28,,7/14/2017,3543.79,,7/14/2017,3545.35
7/21/2017,2147.57,,7/21/2017,12984.15,,7/21/2017,2045.21,,7/21/2017,473.87,,7/21/2017,9741.14,,7/21/2017,3576.39,,7/21/2017,3565.94
7/28/2017,2144.82,,7/28/2017,13018,,7/28/2017,2027.36,,7/28/2017,472.47,,7/28/2017,9717.62,,7/28/2017,3583.75,,7/28/2017,3573.98
8/4/2017,2164.48,,8/4/2017,13070.72,,8/4/2017,2035.34,,8/4/2017,468.5,,8/4/2017,9719.16,,8/4/2017,3589.76,,8/4/2017,3576.12
8/11/2017,2137.04,,8/11/2017,12859.77,,8/11/2017,2010.57,,8/11/2017,457.83,,8/11/2017,9604.11,,8/11/2017,3566.44,,8/11/2017,3549.53
8/18/2017,2133.09,,8/18/2017,12754.55,,8/18/2017,2000.53,,8/18/2017,453.55,,8/18/2017,9569.31,,8/18/2017,3568.92,,8/18/2017,3526.34
8/25/2017,2151.86,,8/25/2017,12859.6,,8/25/2017,2016.14,,8/25/2017,459.18,,8/25/2017,9645.07,,8/25/2017,3594.02,,8/25/2017,3554.05
9/1/2017,2186.21,,9/1/2017,12975.11,,9/1/2017,2047.82,,9/1/2017,470.45,,9/1/2017,9837.36,,9/1/2017,3617.74,,9/1/2017,3593.72
9/8/2017,2153.94,,9/8/2017,12869.03,,9/8/2017,2045.88,,9/8/2017,465.74,,9/8/2017,9796.89,,9/8/2017,3629.68,,9/8/2017,3588.9
9/15/2017,2201.4,,9/15/2017,13168.24,,9/15/2017,2079.4,,9/15/2017,475.65,,9/15/2017,9894.65,,9/15/2017,3648.33,,9/15/2017,3659.91
9/22/2017,2217.3,,9/22/2017,13231.21,,9/22/2017,2078.05,,9/22/2017,481.05,,9/22/2017,9870.38,,9/22/2017,3626.32,,9/22/2017,3654.46
9/29/2017,2242.9,,9/29/2017,13311.37,,9/29/2017,2090.08,,9/29/2017,491.33,,9/29/2017,9945.39,,9/29/2017,3640.14,,9/29/2017,3664.63
10/6/2017,2275,,10/6/2017,13468,,10/6/2017,2121.44,,10/6/2017,497.66,,10/6/2017,10073.93,,10/6/2017,3674.2,,10/6/2017,3700.32
10/13/2017,2276.41,,10/13/2017,13454.55,,10/13/2017,2138.65,,10/13/2017,496.71,,10/13/2017,10106.3,,10/13/2017,3689.48,,10/13/2017,3727.28
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
