GDP CQOQ Index,,PCE CMOM Index,,CPI MOM Index,,EHUPUS Index,,USYC2Y10 Index,,SPCSUSA Index,,,,
Date,PX_LAST,Date,PX_LAST,Date,PX_LAST,Date,PX_LAST,Date,PX_LAST,Date,PX_LAST,,,
6/28/2013,0.8,6/28/2013,0.14,6/28/2013,0.2,6/28/2013,7.53,6/28/2013,212.639,6/28/2013,156.46,,,
7/5/2013,3.1,7/5/2013,0.1,7/5/2013,0.2,7/5/2013,7.27,7/5/2013,234.03,7/5/2013,158.32,,,
7/12/2013,3.1,7/12/2013,0.1,7/12/2013,0.2,7/12/2013,7.27,7/12/2013,223.916,7/12/2013,158.32,,,
7/19/2013,3.1,7/19/2013,0.1,7/19/2013,0.2,7/19/2013,7.27,7/19/2013,218.17,7/19/2013,158.32,,,
7/26/2013,3.1,7/26/2013,0.1,7/26/2013,0.2,7/26/2013,7.27,7/26/2013,224.571,7/26/2013,158.32,,,
8/2/2013,3.1,8/2/2013,0.12,8/2/2013,0.2,8/2/2013,7.27,8/2/2013,229.472,8/2/2013,159.43,,,
8/9/2013,3.1,8/9/2013,0.12,8/9/2013,0.2,8/9/2013,7.27,8/9/2013,227.263,8/9/2013,159.43,,,
8/16/2013,3.1,8/16/2013,0.12,8/16/2013,0.2,8/16/2013,7.27,8/16/2013,248.249,8/16/2013,159.43,,,
8/23/2013,3.1,8/23/2013,0.12,8/23/2013,0.2,8/23/2013,7.27,8/23/2013,243.441,8/23/2013,159.43,,,
8/30/2013,3.1,8/30/2013,0.12,8/30/2013,0.2,8/30/2013,7.27,8/30/2013,238.132,8/30/2013,159.43,,,
9/6/2013,3.1,9/6/2013,0.11,9/6/2013,0.1,9/6/2013,7.27,9/6/2013,247.569,9/6/2013,159.71,,,
9/13/2013,3.1,9/13/2013,0.11,9/13/2013,0.1,9/13/2013,7.27,9/13/2013,244.939,9/13/2013,159.71,,,
9/20/2013,3.1,9/20/2013,0.11,9/20/2013,0.1,9/20/2013,7.27,9/20/2013,239.925,9/20/2013,159.71,,,
9/27/2013,3.1,9/27/2013,0.11,9/27/2013,0.1,9/27/2013,7.27,9/27/2013,228.817,9/27/2013,159.71,,,
10/4/2013,4,10/4/2013,0.18,10/4/2013,0,10/4/2013,6.93,10/4/2013,231.154,10/4/2013,159.61,,,
10/11/2013,4,10/11/2013,0.18,10/11/2013,0,10/11/2013,6.93,10/11/2013,233.295,10/11/2013,159.61,,,
10/18/2013,4,10/18/2013,0.18,10/18/2013,0,10/18/2013,6.93,10/18/2013,226.308,10/18/2013,159.61,,,
10/25/2013,4,10/25/2013,0.18,10/25/2013,0,10/25/2013,6.93,10/25/2013,220.583,10/25/2013,159.61,,,
11/1/2013,4,11/1/2013,0.16,11/1/2013,0.2,11/1/2013,6.93,11/1/2013,230.872,11/1/2013,159.42,,,
11/8/2013,4,11/8/2013,0.16,11/8/2013,0.2,11/8/2013,6.93,11/8/2013,243.386,11/8/2013,159.42,,,
11/15/2013,4,11/15/2013,0.16,11/15/2013,0.2,11/15/2013,6.93,11/15/2013,240.909,11/15/2013,159.42,,,
11/22/2013,4,11/22/2013,0.16,11/22/2013,0.2,11/22/2013,6.93,11/22/2013,246.026,11/22/2013,159.42,,,
11/29/2013,4,11/29/2013,0.16,11/29/2013,0.2,11/29/2013,6.93,11/29/2013,246.108,11/29/2013,159.42,,,
12/6/2013,4,12/6/2013,0.12,12/6/2013,0.3,12/6/2013,6.93,12/6/2013,254.971,12/6/2013,159.34,,,
12/13/2013,4,12/13/2013,0.12,12/13/2013,0.3,12/13/2013,6.93,12/13/2013,253.64,12/13/2013,159.34,,,
12/20/2013,4,12/20/2013,0.12,12/20/2013,0.3,12/20/2013,6.93,12/20/2013,250.913,12/20/2013,159.34,,,
12/27/2013,4,12/27/2013,0.12,12/27/2013,0.3,12/27/2013,6.93,12/27/2013,260.868,12/27/2013,159.34,,,
1/3/2014,-0.9,1/3/2014,0.14,1/3/2014,0.3,1/3/2014,6.67,1/3/2014,259.438,1/3/2014,159.43,,,
1/10/2014,-0.9,1/10/2014,0.14,1/10/2014,0.3,1/10/2014,6.67,1/10/2014,248.404,1/10/2014,159.43,,,
1/17/2014,-0.9,1/17/2014,0.14,1/17/2014,0.3,1/17/2014,6.67,1/17/2014,244.413,1/17/2014,159.43,,,
1/24/2014,-0.9,1/24/2014,0.14,1/24/2014,0.3,1/24/2014,6.67,1/24/2014,237.54,1/24/2014,159.43,,,
1/31/2014,-0.9,1/31/2014,0.14,1/31/2014,0.3,1/31/2014,6.67,1/31/2014,231.229,1/31/2014,159.43,,,
2/7/2014,-0.9,2/7/2014,0.07,2/7/2014,0.1,2/7/2014,6.67,2/7/2014,237.552,2/7/2014,159.93,,,
2/14/2014,-0.9,2/14/2014,0.07,2/14/2014,0.1,2/14/2014,6.67,2/14/2014,242.811,2/14/2014,159.93,,,
2/21/2014,-0.9,2/21/2014,0.07,2/21/2014,0.1,2/21/2014,6.67,2/21/2014,241.374,2/21/2014,159.93,,,
2/28/2014,-0.9,2/28/2014,0.07,2/28/2014,0.1,2/28/2014,6.67,2/28/2014,232.668,2/28/2014,159.93,,,
3/7/2014,-0.9,3/7/2014,0.19,3/7/2014,0.1,3/7/2014,6.67,3/7/2014,241.459,3/7/2014,161.25,,,
3/14/2014,-0.9,3/14/2014,0.19,3/14/2014,0.1,3/14/2014,6.67,3/14/2014,230.796,3/14/2014,161.25,,,
3/21/2014,-0.9,3/21/2014,0.19,3/21/2014,0.1,3/21/2014,6.67,3/21/2014,231.398,3/21/2014,161.25,,,
3/28/2014,-0.9,3/28/2014,0.19,3/28/2014,0.1,3/28/2014,6.67,3/28/2014,226.72,3/28/2014,161.25,,,
4/4/2014,4.6,4/4/2014,0.17,4/4/2014,0.2,4/4/2014,6.2,4/4/2014,230.606,4/4/2014,163.03,,,
4/11/2014,4.6,4/11/2014,0.17,4/11/2014,0.2,4/11/2014,6.2,4/11/2014,226.574,4/11/2014,163.03,,,
4/18/2014,4.6,4/18/2014,0.17,4/18/2014,0.2,4/18/2014,6.2,4/18/2014,232.22,4/18/2014,163.03,,,
4/25/2014,4.6,4/25/2014,0.17,4/25/2014,0.2,4/25/2014,6.2,4/25/2014,222.839,4/25/2014,163.03,,,
5/2/2014,4.6,5/2/2014,0.18,5/2/2014,0.2,5/2/2014,6.2,5/2/2014,215.791,5/2/2014,164.74,,,
5/9/2014,4.6,5/9/2014,0.18,5/9/2014,0.2,5/9/2014,6.2,5/9/2014,223.631,5/9/2014,164.74,,,
5/16/2014,4.6,5/16/2014,0.18,5/16/2014,0.2,5/16/2014,6.2,5/16/2014,216.02,5/16/2014,164.74,,,
5/23/2014,4.6,5/23/2014,0.18,5/23/2014,0.2,5/23/2014,6.2,5/23/2014,218.557,5/23/2014,164.74,,,
5/30/2014,4.6,5/30/2014,0.18,5/30/2014,0.2,5/30/2014,6.2,5/30/2014,209.891,5/30/2014,164.74,,,
6/6/2014,4.6,6/6/2014,0.12,6/6/2014,0.1,6/6/2014,6.2,6/6/2014,218.21,6/6/2014,166.26,,,
6/13/2014,4.6,6/13/2014,0.12,6/13/2014,0.1,6/13/2014,6.2,6/13/2014,215.199,6/13/2014,166.26,,,
6/20/2014,4.6,6/20/2014,0.12,6/20/2014,0.1,6/20/2014,6.2,6/20/2014,214.509,6/20/2014,166.26,,,
6/27/2014,4.6,6/27/2014,0.12,6/27/2014,0.1,6/27/2014,6.2,6/27/2014,206.936,6/27/2014,166.26,,,
7/4/2014,5.2,7/4/2014,0.17,7/4/2014,0.2,7/4/2014,6.1,7/4/2014,212.841,7/4/2014,167.19,,,
7/11/2014,5.2,7/11/2014,0.17,7/11/2014,0.2,7/11/2014,6.1,7/11/2014,206.409,7/11/2014,167.19,,,
7/18/2014,5.2,7/18/2014,0.17,7/18/2014,0.2,7/18/2014,6.1,7/18/2014,199.908,7/18/2014,167.19,,,
7/25/2014,5.2,7/25/2014,0.17,7/25/2014,0.2,7/25/2014,6.1,7/25/2014,197.369,7/25/2014,167.19,,,
8/1/2014,5.2,8/1/2014,0.06,8/1/2014,-0.1,8/1/2014,6.1,8/1/2014,201.625,8/1/2014,167.5,,,
8/8/2014,5.2,8/8/2014,0.06,8/8/2014,-0.1,8/8/2014,6.1,8/8/2014,197.212,8/8/2014,167.5,,,
8/15/2014,5.2,8/15/2014,0.06,8/15/2014,-0.1,8/15/2014,6.1,8/15/2014,192.828,8/15/2014,167.5,,,
8/22/2014,5.2,8/22/2014,0.06,8/22/2014,-0.1,8/22/2014,6.1,8/22/2014,190.65,8/22/2014,167.5,,,
8/29/2014,5.2,8/29/2014,0.06,8/29/2014,-0.1,8/29/2014,6.1,8/29/2014,185.096,8/29/2014,167.5,,,
9/5/2014,5.2,9/5/2014,0.13,9/5/2014,0.1,9/5/2014,6.1,9/5/2014,194.675,9/5/2014,167.3,,,
9/12/2014,5.2,9/12/2014,0.13,9/12/2014,0.1,9/12/2014,6.1,9/12/2014,204.626,9/12/2014,167.3,,,
9/19/2014,5.2,9/19/2014,0.13,9/19/2014,0.1,9/19/2014,6.1,9/19/2014,200.555,9/19/2014,167.3,,,
9/26/2014,5.2,9/26/2014,0.13,9/26/2014,0.1,9/26/2014,6.1,9/26/2014,194.893,9/26/2014,167.3,,,
10/3/2014,2,10/3/2014,0.09,10/3/2014,0,10/3/2014,5.7,10/3/2014,187.251,10/3/2014,166.97,,,
10/10/2014,2,10/10/2014,0.09,10/10/2014,0,10/10/2014,5.7,10/10/2014,185.245,10/10/2014,166.97,,,
10/17/2014,2,10/17/2014,0.09,10/17/2014,0,10/17/2014,5.7,10/17/2014,181.865,10/17/2014,166.97,,,
10/24/2014,2,10/24/2014,0.09,10/24/2014,0,10/24/2014,5.7,10/24/2014,187.856,10/24/2014,166.97,,,
10/31/2014,2,10/31/2014,0.09,10/31/2014,0,10/31/2014,5.7,10/31/2014,183.992,10/31/2014,166.97,,,
11/7/2014,2,11/7/2014,0.09,11/7/2014,-0.2,11/7/2014,5.7,11/7/2014,179.506,11/7/2014,166.73,,,
11/14/2014,2,11/14/2014,0.09,11/14/2014,-0.2,11/14/2014,5.7,11/14/2014,180.454,11/14/2014,166.73,,,
11/21/2014,2,11/21/2014,0.09,11/21/2014,-0.2,11/21/2014,5.7,11/21/2014,180.483,11/21/2014,166.73,,,
11/28/2014,2,11/28/2014,0.09,11/28/2014,-0.2,11/28/2014,5.7,11/28/2014,168.985,11/28/2014,166.73,,,
12/5/2014,2,12/5/2014,0.06,12/5/2014,-0.3,12/5/2014,5.7,12/5/2014,165.921,12/5/2014,166.53,,,
12/12/2014,2,12/12/2014,0.06,12/12/2014,-0.3,12/12/2014,5.7,12/12/2014,153.757,12/12/2014,166.53,,,
12/19/2014,2,12/19/2014,0.06,12/19/2014,-0.3,12/19/2014,5.7,12/19/2014,151.973,12/19/2014,166.53,,,
12/26/2014,2,12/26/2014,0.06,12/26/2014,-0.3,12/26/2014,5.7,12/26/2014,150.659,12/26/2014,166.53,,,
1/2/2015,3.2,1/2/2015,0.03,1/2/2015,-0.6,1/2/2015,5.53,1/2/2015,144.191,1/2/2015,166.32,,,
1/9/2015,3.2,1/9/2015,0.03,1/9/2015,-0.6,1/9/2015,5.53,1/9/2015,138.082,1/9/2015,166.32,,,
1/16/2015,3.2,1/16/2015,0.03,1/16/2015,-0.6,1/16/2015,5.53,1/16/2015,134.921,1/16/2015,166.32,,,
1/23/2015,3.2,1/23/2015,0.03,1/23/2015,-0.6,1/23/2015,5.53,1/23/2015,130.55,1/23/2015,166.32,,,
1/30/2015,3.2,1/30/2015,0.03,1/30/2015,-0.6,1/30/2015,5.53,1/30/2015,118.883,1/30/2015,166.32,,,
2/6/2015,3.2,2/6/2015,0.1,2/6/2015,0.2,2/6/2015,5.53,2/6/2015,130.917,2/6/2015,166.7,,,
2/13/2015,3.2,2/13/2015,0.1,2/13/2015,0.2,2/13/2015,5.53,2/13/2015,140.524,2/13/2015,166.7,,,
2/20/2015,3.2,2/20/2015,0.1,2/20/2015,0.2,2/20/2015,5.53,2/20/2015,147.547,2/20/2015,166.7,,,
2/27/2015,3.2,2/27/2015,0.1,2/27/2015,0.2,2/27/2015,5.53,2/27/2015,137.064,2/27/2015,166.7,,,
3/6/2015,3.2,3/6/2015,0.17,3/6/2015,0.2,3/6/2015,5.53,3/6/2015,151.395,3/6/2015,168.17,,,
3/13/2015,3.2,3/13/2015,0.17,3/13/2015,0.2,3/13/2015,5.53,3/13/2015,145.383,3/13/2015,168.17,,,
3/20/2015,3.2,3/20/2015,0.17,3/20/2015,0.2,3/20/2015,5.53,3/20/2015,134.5,3/20/2015,168.17,,,
3/27/2015,3.2,3/27/2015,0.17,3/27/2015,0.2,3/27/2015,5.53,3/27/2015,136.308,3/27/2015,168.17,,,
4/3/2015,2.7,4/3/2015,0.14,4/3/2015,0.1,4/3/2015,5.4,4/3/2015,135.878,4/3/2015,170.05,,,
4/10/2015,2.7,4/10/2015,0.14,4/10/2015,0.1,4/10/2015,5.4,4/10/2015,138.726,4/10/2015,170.05,,,
4/17/2015,2.7,4/17/2015,0.14,4/17/2015,0.1,4/17/2015,5.4,4/17/2015,135.316,4/17/2015,170.05,,,
4/24/2015,2.7,4/24/2015,0.14,4/24/2015,0.1,4/24/2015,5.4,4/24/2015,140.047,4/24/2015,170.05,,,
5/1/2015,2.7,5/1/2015,0.13,5/1/2015,0.3,5/1/2015,5.4,5/1/2015,151.461,5/1/2015,171.94,,,
5/8/2015,2.7,5/8/2015,0.13,5/8/2015,0.3,5/8/2015,5.4,5/8/2015,157.191,5/8/2015,171.94,,,
5/15/2015,2.7,5/15/2015,0.13,5/15/2015,0.3,5/15/2015,5.4,5/15/2015,160.215,5/15/2015,171.94,,,
5/22/2015,2.7,5/22/2015,0.13,5/22/2015,0.3,5/22/2015,5.4,5/22/2015,159.09,5/22/2015,171.94,,,
5/29/2015,2.7,5/29/2015,0.13,5/29/2015,0.3,5/29/2015,5.4,5/29/2015,151.222,5/29/2015,171.94,,,
6/5/2015,2.7,6/5/2015,0.14,6/5/2015,0.2,6/5/2015,5.4,6/5/2015,169.494,6/5/2015,173.54,,,
6/12/2015,2.7,6/12/2015,0.14,6/12/2015,0.2,6/12/2015,5.4,6/12/2015,166.401,6/12/2015,173.54,,,
6/19/2015,2.7,6/19/2015,0.14,6/19/2015,0.2,6/19/2015,5.4,6/19/2015,163.677,6/19/2015,173.54,,,
6/26/2015,2.7,6/26/2015,0.14,6/26/2015,0.2,6/26/2015,5.4,6/26/2015,175.697,6/26/2015,173.54,,,
7/3/2015,1.6,7/3/2015,0.12,7/3/2015,0.2,7/3/2015,5.1,7/3/2015,175.133,7/3/2015,174.59,,,
7/10/2015,1.6,7/10/2015,0.12,7/10/2015,0.2,7/10/2015,5.1,7/10/2015,175.804,7/10/2015,174.59,,,
7/17/2015,1.6,7/17/2015,0.12,7/17/2015,0.2,7/17/2015,5.1,7/17/2015,167.738,7/17/2015,174.59,,,
7/24/2015,1.6,7/24/2015,0.12,7/24/2015,0.2,7/24/2015,5.1,7/24/2015,158.018,7/24/2015,174.59,,,
7/31/2015,1.6,7/31/2015,0.12,7/31/2015,0.2,7/31/2015,5.1,7/31/2015,151.554,7/31/2015,174.59,,,
8/7/2015,1.6,8/7/2015,0.1,8/7/2015,0,8/7/2015,5.1,8/7/2015,144.142,8/7/2015,175.04,,,
8/14/2015,1.6,8/14/2015,0.1,8/14/2015,0,8/14/2015,5.1,8/14/2015,147.19,8/14/2015,175.04,,,
8/21/2015,1.6,8/21/2015,0.1,8/21/2015,0,8/21/2015,5.1,8/21/2015,141.762,8/21/2015,175.04,,,
8/28/2015,1.6,8/28/2015,0.1,8/28/2015,0,8/28/2015,5.1,8/28/2015,146.105,8/28/2015,175.04,,,
9/4/2015,1.6,9/4/2015,0.17,9/4/2015,-0.1,9/4/2015,5.1,9/4/2015,141.373,9/4/2015,175.16,,,
9/11/2015,1.6,9/11/2015,0.17,9/11/2015,-0.1,9/11/2015,5.1,9/11/2015,147.9,9/11/2015,175.16,,,
9/18/2015,1.6,9/18/2015,0.17,9/18/2015,-0.1,9/18/2015,5.1,9/18/2015,145.186,9/18/2015,175.16,,,
9/25/2015,1.6,9/25/2015,0.17,9/25/2015,-0.1,9/25/2015,5.1,9/25/2015,146.653,9/25/2015,175.16,,,
10/2/2015,0.5,10/2/2015,0.04,10/2/2015,0.1,10/2/2015,5,10/2/2015,140.948,10/2/2015,175.17,,,
10/9/2015,0.5,10/9/2015,0.04,10/9/2015,0.1,10/9/2015,5,10/9/2015,144.71,10/9/2015,175.17,,,
10/16/2015,0.5,10/16/2015,0.04,10/16/2015,0.1,10/16/2015,5,10/16/2015,142.051,10/16/2015,175.17,,,
10/23/2015,0.5,10/23/2015,0.04,10/23/2015,0.1,10/23/2015,5,10/23/2015,144.124,10/23/2015,175.17,,,
10/30/2015,0.5,10/30/2015,0.04,10/30/2015,0.1,10/30/2015,5,10/30/2015,141.401,10/30/2015,175.17,,,
11/6/2015,0.5,11/6/2015,0.14,11/6/2015,0.2,11/6/2015,5,11/6/2015,143.527,11/6/2015,175.28,,,
11/13/2015,0.5,11/13/2015,0.14,11/13/2015,0.2,11/13/2015,5,11/13/2015,142.705,11/13/2015,175.28,,,
11/20/2015,0.5,11/20/2015,0.14,11/20/2015,0.2,11/20/2015,5,11/20/2015,134.101,11/20/2015,175.28,,,
11/27/2015,0.5,11/27/2015,0.14,11/27/2015,0.2,11/27/2015,5,11/27/2015,129.765,11/27/2015,175.28,,,
12/4/2015,0.5,12/4/2015,0.09,12/4/2015,-0.1,12/4/2015,5,12/4/2015,132.829,12/4/2015,175.26,,,
12/11/2015,0.5,12/11/2015,0.09,12/11/2015,-0.1,12/11/2015,5,12/11/2015,124.804,12/11/2015,175.26,,,
12/18/2015,0.5,12/18/2015,0.09,12/18/2015,-0.1,12/18/2015,5,12/18/2015,124.768,12/18/2015,175.26,,,
12/25/2015,0.5,12/25/2015,0.09,12/25/2015,-0.1,12/25/2015,5,12/25/2015,123.865,12/25/2015,175.26,,,
1/1/2016,0.6,1/1/2016,0.27,1/1/2016,0.1,1/1/2016,4.93,1/1/2016,121.769,1/1/2016,175.2,,,
1/8/2016,0.6,1/8/2016,0.27,1/8/2016,0.1,1/8/2016,4.93,1/8/2016,118.006,1/8/2016,175.2,,,
1/15/2016,0.6,1/15/2016,0.27,1/15/2016,0.1,1/15/2016,4.93,1/15/2016,118.07,1/15/2016,175.2,,,
1/22/2016,0.6,1/22/2016,0.27,1/22/2016,0.1,1/22/2016,4.93,1/22/2016,117.87,1/22/2016,175.2,,,
1/29/2016,0.6,1/29/2016,0.27,1/29/2016,0.1,1/29/2016,4.93,1/29/2016,114.325,1/29/2016,175.2,,,
2/5/2016,0.6,2/5/2016,0.19,2/5/2016,-0.1,2/5/2016,4.93,2/5/2016,110.963,2/5/2016,175.44,,,
2/12/2016,0.6,2/12/2016,0.19,2/12/2016,-0.1,2/12/2016,4.93,2/12/2016,103.212,2/12/2016,175.44,,,
2/19/2016,0.6,2/19/2016,0.19,2/19/2016,-0.1,2/19/2016,4.93,2/19/2016,99.897,2/19/2016,175.44,,,
2/26/2016,0.6,2/26/2016,0.19,2/26/2016,-0.1,2/26/2016,4.93,2/26/2016,96.5,2/26/2016,175.44,,,
3/4/2016,0.6,3/4/2016,0.09,3/4/2016,0.1,3/4/2016,4.93,3/4/2016,100.847,3/4/2016,176.75,,,
3/11/2016,0.6,3/11/2016,0.09,3/11/2016,0.1,3/11/2016,4.93,3/11/2016,102.263,3/11/2016,176.75,,,
3/18/2016,0.6,3/18/2016,0.09,3/18/2016,0.1,3/18/2016,4.93,3/18/2016,103.384,3/18/2016,176.75,,,
3/25/2016,0.6,3/25/2016,0.09,3/25/2016,0.1,3/25/2016,4.93,3/25/2016,102.699,3/25/2016,176.75,,,
4/1/2016,2.2,4/1/2016,0.22,4/1/2016,0.3,4/1/2016,4.87,4/1/2016,104.612,4/1/2016,178.65,,,
4/8/2016,2.2,4/8/2016,0.22,4/8/2016,0.3,4/8/2016,4.87,4/8/2016,101.772,4/8/2016,178.65,,,
4/15/2016,2.2,4/15/2016,0.22,4/15/2016,0.3,4/15/2016,4.87,4/15/2016,101.42,4/15/2016,178.65,,,
4/22/2016,2.2,4/22/2016,0.22,4/22/2016,0.3,4/22/2016,4.87,4/22/2016,106.596,4/22/2016,178.65,,,
4/29/2016,2.2,4/29/2016,0.22,4/29/2016,0.3,4/29/2016,4.87,4/29/2016,104.768,4/29/2016,178.65,,,
5/6/2016,2.2,5/6/2016,0.17,5/6/2016,0.2,5/6/2016,4.87,5/6/2016,104.108,5/6/2016,180.51,,,
5/13/2016,2.2,5/13/2016,0.17,5/13/2016,0.2,5/13/2016,4.87,5/13/2016,95.01,5/13/2016,180.51,,,
5/20/2016,2.2,5/20/2016,0.17,5/20/2016,0.2,5/20/2016,4.87,5/20/2016,95.802,5/20/2016,180.51,,,
5/27/2016,2.2,5/27/2016,0.17,5/27/2016,0.2,5/27/2016,4.87,5/27/2016,93.849,5/27/2016,180.51,,,
6/3/2016,2.2,6/3/2016,0.1,6/3/2016,0.2,6/3/2016,4.87,6/3/2016,92.485,6/3/2016,182.1,,,
6/10/2016,2.2,6/10/2016,0.1,6/10/2016,0.2,6/10/2016,4.87,6/10/2016,90.785,6/10/2016,182.1,,,
6/17/2016,2.2,6/17/2016,0.1,6/17/2016,0.2,6/17/2016,4.87,6/17/2016,91.277,6/17/2016,182.1,,,
6/24/2016,2.2,6/24/2016,0.1,6/24/2016,0.2,6/24/2016,4.87,6/24/2016,92.897,6/24/2016,182.1,,,
7/1/2016,2.8,7/1/2016,0.19,7/1/2016,0,7/1/2016,4.9,7/1/2016,85.253,7/1/2016,183.22,,,
7/8/2016,2.8,7/8/2016,0.19,7/8/2016,0,7/8/2016,4.9,7/8/2016,74.889,7/8/2016,183.22,,,
7/15/2016,2.8,7/15/2016,0.19,7/15/2016,0,7/15/2016,4.9,7/15/2016,87.923,7/15/2016,183.22,,,
7/22/2016,2.8,7/22/2016,0.19,7/22/2016,0,7/22/2016,4.9,7/22/2016,85.973,7/22/2016,183.22,,,
7/29/2016,2.8,7/29/2016,0.19,7/29/2016,0,7/29/2016,4.9,7/29/2016,79.38,7/29/2016,183.22,,,
8/5/2016,2.8,8/5/2016,0.22,8/5/2016,0.2,8/5/2016,4.9,8/5/2016,86.244,8/5/2016,183.87,,,
8/12/2016,2.8,8/12/2016,0.22,8/12/2016,0.2,8/12/2016,4.9,8/12/2016,80.377,8/12/2016,183.87,,,
8/19/2016,2.8,8/19/2016,0.22,8/19/2016,0.2,8/19/2016,4.9,8/19/2016,82.814,8/19/2016,183.87,,,
8/26/2016,2.8,8/26/2016,0.22,8/26/2016,0.2,8/26/2016,4.9,8/26/2016,78.486,8/26/2016,183.87,,,
9/2/2016,2.8,9/2/2016,0.1,9/2/2016,0.3,9/2/2016,4.9,9/2/2016,81.26,9/2/2016,184.18,,,
9/9/2016,2.8,9/9/2016,0.1,9/9/2016,0.3,9/9/2016,4.9,9/9/2016,88.887,9/9/2016,184.18,,,
9/16/2016,2.8,9/16/2016,0.1,9/16/2016,0.3,9/16/2016,4.9,9/16/2016,92.643,9/16/2016,184.18,,,
9/23/2016,2.8,9/23/2016,0.1,9/23/2016,0.3,9/23/2016,4.9,9/23/2016,86.026,9/23/2016,184.18,,,
9/30/2016,2.8,9/30/2016,0.1,9/30/2016,0.3,9/30/2016,4.9,9/30/2016,82.858,9/30/2016,184.18,,,
10/7/2016,1.8,10/7/2016,0.12,10/7/2016,0.3,10/7/2016,4.7,10/7/2016,88.401,10/7/2016,184.28,,,
10/14/2016,1.8,10/14/2016,0.12,10/14/2016,0.3,10/14/2016,4.7,10/14/2016,95.883,10/14/2016,184.28,,,
10/21/2016,1.8,10/21/2016,0.12,10/21/2016,0.3,10/21/2016,4.7,10/21/2016,90.721,10/21/2016,184.28,,,
10/28/2016,1.8,10/28/2016,0.12,10/28/2016,0.3,10/28/2016,4.7,10/28/2016,99.017,10/28/2016,184.28,,,
11/4/2016,1.8,11/4/2016,0.04,11/4/2016,0.2,11/4/2016,4.7,11/4/2016,99.039,11/4/2016,184.51,,,
11/11/2016,1.8,11/11/2016,0.04,11/11/2016,0.2,11/11/2016,4.7,11/11/2016,123.089,11/11/2016,184.51,,,
11/18/2016,1.8,11/18/2016,0.04,11/18/2016,0.2,11/18/2016,4.7,11/18/2016,128.29,11/18/2016,184.51,,,
11/25/2016,1.8,11/25/2016,0.04,11/25/2016,0.2,11/25/2016,4.7,11/25/2016,123.443,11/25/2016,184.51,,,
12/2/2016,1.8,12/2/2016,0.15,12/2/2016,0.3,12/2/2016,4.7,12/2/2016,128.527,12/2/2016,184.71,,,
12/9/2016,1.8,12/9/2016,0.15,12/9/2016,0.3,12/9/2016,4.7,12/9/2016,133.056,12/9/2016,184.71,,,
12/16/2016,1.8,12/16/2016,0.15,12/16/2016,0.3,12/16/2016,4.7,12/16/2016,133.511,12/16/2016,184.71,,,
12/23/2016,1.8,12/23/2016,0.15,12/23/2016,0.3,12/23/2016,4.7,12/23/2016,133.155,12/23/2016,184.71,,,
12/30/2016,1.8,12/30/2016,0.15,12/30/2016,0.3,12/30/2016,4.7,12/30/2016,125.023,12/30/2016,184.71,,,
1/6/2017,1.2,1/6/2017,0.28,1/6/2017,0.6,1/6/2017,4.67,1/6/2017,120.551,1/6/2017,184.95,,,
1/13/2017,1.2,1/13/2017,0.28,1/13/2017,0.6,1/13/2017,4.67,1/13/2017,119.921,1/13/2017,184.95,,,
1/20/2017,1.2,1/20/2017,0.28,1/20/2017,0.6,1/20/2017,4.67,1/20/2017,127.425,1/20/2017,184.95,,,
1/27/2017,1.2,1/27/2017,0.28,1/27/2017,0.6,1/27/2017,4.67,1/27/2017,126.215,1/27/2017,184.95,,,
2/3/2017,1.2,2/3/2017,0.16,2/3/2017,0.1,2/3/2017,4.67,2/3/2017,126.387,2/3/2017,185.34,,,
2/10/2017,1.2,2/10/2017,0.16,2/10/2017,0.1,2/10/2017,4.67,2/10/2017,121.374,2/10/2017,185.34,,,
2/17/2017,1.2,2/17/2017,0.16,2/17/2017,0.1,2/17/2017,4.67,2/17/2017,122.239,2/17/2017,185.34,,,
2/24/2017,1.2,2/24/2017,0.16,2/24/2017,0.1,2/24/2017,4.67,2/24/2017,116.491,2/24/2017,185.34,,,
3/3/2017,1.2,3/3/2017,-0.15,3/3/2017,-0.3,3/3/2017,4.67,3/3/2017,116.712,3/3/2017,186.85,,,
3/10/2017,1.2,3/10/2017,-0.15,3/10/2017,-0.3,3/10/2017,4.67,3/10/2017,121.711,3/10/2017,186.85,,,
3/17/2017,1.2,3/17/2017,-0.15,3/17/2017,-0.3,3/17/2017,4.67,3/17/2017,117.972,3/17/2017,186.85,,,
3/24/2017,1.2,3/24/2017,-0.15,3/24/2017,-0.3,3/24/2017,4.67,3/24/2017,115.158,3/24/2017,186.85,,,
3/31/2017,1.2,3/31/2017,-0.15,3/31/2017,-0.3,3/31/2017,4.67,3/31/2017,112.945,3/31/2017,186.85,,,
4/7/2017,3.1,4/7/2017,0.18,4/7/2017,0.2,4/7/2017,4.37,4/7/2017,108.801,4/7/2017,188.85,,,
4/14/2017,3.1,4/14/2017,0.18,4/14/2017,0.2,4/14/2017,4.37,4/14/2017,102.805,4/14/2017,188.85,,,
4/21/2017,3.1,4/21/2017,0.18,4/21/2017,0.2,4/21/2017,4.37,4/21/2017,105.988,4/21/2017,188.85,,,
4/28/2017,3.1,4/28/2017,0.18,4/28/2017,0.2,4/28/2017,4.37,4/28/2017,101.435,4/28/2017,188.85,,,
